age,placement_id,the_date,house_id,farm_id,temperature_min,humidity_morning,daily_weight,daily_first_feed_intake,daily_second_feed_intake,daily_mortality,daily_loss,total_meds,birds_density,season_encoded
12,1936,2024-03-10,180,19,31.8,39.0,381.0,0.0,0.0,60.0,140.0,0.0,8048.625,4
13,1936,2024-03-11,180,19,31.8,39.0,438.0,0.0,0.0,75.0,75.0,0.0,9204.84375,4
14,1936,2024-03-12,180,19,31.8,39.0,472.0,0.0,0.0,45.0,45.0,6.0,9891.71875,4
15,1936,2024-03-13,180,19,31.8,39.0,556.0,0.0,0.0,40.0,40.0,0.0,11632.5625,4
16,1936,2024-03-14,180,19,31.8,39.0,630.0,0.0,0.0,35.0,35.0,40.0,13161.09375,4
17,1936,2024-03-15,180,19,31.8,39.0,686.0,0.0,0.0,32.0,32.0,0.0,14312.2109375,4
18,1936,2024-03-16,180,19,31.8,39.0,454.0,0.0,0.0,30.0,30.0,0.0,9460.5796875,4
19,1936,2024-03-17,180,19,31.8,39.0,821.0,0.0,0.0,35.0,35.0,95.0,17088.98671875,4
20,1936,2024-03-18,180,19,31.8,39.0,882.0,0.0,0.0,31.0,31.0,0.0,18334.575,4
21,1936,2024-03-19,180,19,31.8,39.0,930.0,0.0,0.0,32.0,32.0,0.0,19309.8515625,4
22,1936,2024-03-20,180,19,31.8,39.0,1046.0,0.0,0.0,30.0,30.0,0.0,21692.2421875,4
23,1936,2024-03-21,180,19,31.8,39.0,1154.0,0.0,0.0,35.0,35.0,0.0,23904.9296875,4
24,1936,2024-03-22,180,19,31.8,39.0,1206.0,0.0,0.0,38.0,38.0,0.0,24949.125,4
25,1936,2024-03-23,180,19,31.8,39.0,1323.0,0.0,0.0,43.0,43.0,0.0,27330.2859375,4
26,1936,2024-03-24,180,19,31.8,39.0,1419.0,0.0,0.0,42.0,42.0,0.0,29265.76640625,4
27,1936,2024-03-25,180,19,31.8,39.0,1515.0,0.0,0.0,45.0,45.0,0.0,31195.98046875,4
28,1936,2024-03-26,180,19,31.8,39.0,1601.0,0.0,0.0,50.0,50.0,0.0,32910.55625,4
29,1936,2024-03-27,180,19,31.8,39.0,1712.0,0.0,0.0,55.0,55.0,0.0,35125.425,4
30,1936,2024-03-28,180,19,31.8,39.0,1804.0,0.0,0.0,150.0,150.0,0.0,36935.490625,4
0,1937,2024-02-27,179,19,28.0,52.0,42.0,0.0,0.0,0.0,0.0,35.0,915.3046875,2
1,1937,2024-02-28,179,19,28.0,52.0,52.0,0.0,0.0,98.0,98.0,0.0,1133.234375,2
2,1937,2024-02-29,179,19,28.0,52.0,73.0,0.0,0.0,95.0,95.0,0.0,1585.29765625,2
3,1937,2024-03-01,179,19,31.8,39.0,91.0,0.0,0.0,100.0,100.0,0.0,1969.4390625,4
4,1937,2024-03-02,179,19,31.8,39.0,111.0,0.0,0.0,65.0,65.0,0.0,2393.6109375,4
5,1937,2024-03-03,179,19,31.8,39.0,132.0,0.0,0.0,50.0,50.0,0.0,2839.753125,4
6,1937,2024-03-04,179,19,31.8,39.0,149.0,0.0,0.0,53.0,53.0,0.0,3199.65859375,4
7,1937,2024-03-05,179,19,31.8,39.0,176.0,0.0,0.0,51.0,51.0,0.0,3772.175,4
8,1937,2024-03-06,179,19,31.8,39.0,206.0,0.0,0.0,48.0,48.0,0.0,4406.9515625,4
9,1937,2024-03-07,179,19,31.8,39.0,246.0,0.0,0.0,50.0,50.0,0.0,5253.4453125,4
10,1937,2024-03-08,179,19,31.8,39.0,276.0,0.0,0.0,55.0,55.0,25.0,5883.328125,4
11,1937,2024-03-09,179,19,31.8,39.0,130.0,0.0,0.0,130.0,130.0,0.0,2765.546875,4
12,1937,2024-03-10,179,19,31.8,39.0,356.0,0.0,0.0,80.0,135.0,12.0,7537.1875,4
13,1937,2024-03-11,179,19,31.8,39.0,405.0,0.0,0.0,60.0,60.0,0.0,8531.89453125,4
14,1937,2024-03-12,179,19,31.8,39.0,465.0,0.0,0.0,40.0,40.0,6.0,9774.08203125,4
15,1937,2024-03-13,179,19,31.8,39.0,520.0,0.0,0.0,35.0,35.0,0.0,10913.90625,4
16,1937,2024-03-14,179,19,31.8,39.0,597.0,0.0,0.0,35.0,35.0,40.0,12513.6796875,4
17,1937,2024-03-15,179,19,31.8,39.0,648.0,0.0,0.0,30.0,30.0,0.0,13564.96875,4
18,1937,2024-03-16,179,19,31.8,39.0,719.0,0.0,0.0,35.0,35.0,0.0,15034.40234375,4
19,1937,2024-03-17,179,19,31.8,39.0,787.0,0.0,0.0,30.0,30.0,95.0,16434.7734375,4
20,1937,2024-03-18,179,19,31.8,39.0,865.0,0.0,0.0,28.0,28.0,0.0,18043.359375,4
21,1937,2024-03-19,179,19,31.8,39.0,932.0,0.0,0.0,33.0,33.0,0.0,19420.55,4
22,1937,2024-03-20,179,19,31.8,39.0,1026.0,0.0,0.0,35.0,35.0,0.0,21352.8234375,4
23,1937,2024-03-21,179,19,31.8,39.0,1102.0,0.0,0.0,36.0,36.0,0.0,22904.38125,4
24,1937,2024-03-22,179,19,31.8,39.0,1187.0,0.0,0.0,41.0,41.0,0.0,24637.66875,4
25,1937,2024-03-23,179,19,31.8,39.0,1264.0,0.0,0.0,45.0,45.0,0.0,26195.4125,4
26,1937,2024-03-24,179,19,31.8,39.0,1335.0,0.0,0.0,40.0,40.0,0.0,27619.8984375,4
27,1937,2024-03-25,179,19,31.8,39.0,1433.0,0.0,0.0,45.0,45.0,0.0,29602.6453125,4
28,1937,2024-03-26,179,19,31.8,39.0,1538.0,0.0,0.0,55.0,55.0,0.0,31717.6453125,4
29,1937,2024-03-27,179,19,31.8,39.0,1641.0,0.0,0.0,60.0,60.0,0.0,33771.2671875,4
30,1937,2024-03-28,179,19,31.8,39.0,1735.0,0.0,0.0,100.0,100.0,0.0,35624.4296875,4
0,1938,2024-02-27,185,19,28.0,52.0,43.0,0.0,0.0,0.0,0.0,35.0,937.16484375,2
1,1938,2024-02-28,185,19,28.0,52.0,51.0,0.0,0.0,96.0,96.0,0.0,1111.52109375,2
2,1938,2024-02-29,185,19,28.0,52.0,73.0,0.0,0.0,92.0,92.0,0.0,1585.52578125,2
3,1938,2024-03-01,185,19,31.8,39.0,92.0,0.0,0.0,91.0,91.0,0.0,1991.584375,4
4,1938,2024-03-02,185,19,31.8,39.0,111.0,0.0,0.0,90.0,90.0,0.0,2394.9984375,4
5,1938,2024-03-03,185,19,31.8,39.0,129.0,0.0,0.0,70.0,70.0,0.0,2774.30625,4
6,1938,2024-03-04,185,19,31.8,39.0,149.0,0.0,0.0,71.0,71.0,0.0,3196.2828125,4
7,1938,2024-03-05,185,19,31.8,39.0,171.0,0.0,0.0,65.0,65.0,0.0,3658.73203125,4
8,1938,2024-03-06,185,19,31.8,39.0,201.0,0.0,0.0,60.0,60.0,0.0,4290.4078125,4
9,1938,2024-03-07,185,19,31.8,39.0,240.0,0.0,0.0,80.0,80.0,0.0,5111.625,4
10,1938,2024-03-08,185,19,31.8,39.0,268.0,0.0,0.0,85.0,85.0,25.0,5691.23125,4
11,1938,2024-03-09,185,19,31.8,39.0,303.0,0.0,0.0,80.0,120.0,12.0,6414.36796875,4
12,1938,2024-03-10,185,19,31.8,39.0,344.0,0.0,0.0,95.0,170.0,0.0,7250.06875,4
13,1938,2024-03-11,185,19,31.8,39.0,389.0,0.0,0.0,70.0,70.0,0.0,8146.81484375,4
14,1938,2024-03-12,185,19,31.8,39.0,437.0,0.0,0.0,60.0,60.0,6.0,9128.17890625,4
15,1938,2024-03-13,185,19,31.8,39.0,488.0,0.0,0.0,60.0,60.0,0.0,10170.60625,4
16,1938,2024-03-14,185,19,31.8,39.0,545.0,0.0,0.0,50.0,50.0,40.0,11333.01953125,4
17,1938,2024-03-15,185,19,31.8,39.0,601.0,0.0,0.0,40.0,40.0,0.0,12474.03671875,4
18,1938,2024-03-16,185,19,31.8,39.0,651.0,0.0,0.0,35.0,35.0,0.0,13491.46640625,4
19,1938,2024-03-17,185,19,31.8,39.0,699.0,0.0,0.0,45.0,45.0,95.0,14467.115625,4
20,1938,2024-03-18,185,19,31.8,39.0,772.0,0.0,0.0,30.0,30.0,0.0,15950.846875,4
21,1938,2024-03-19,185,19,31.8,39.0,853.0,0.0,0.0,33.0,33.0,0.0,17604.45390625,4
22,1938,2024-03-20,185,19,31.8,39.0,916.0,0.0,0.0,40.0,40.0,0.0,18881.05,4
23,1938,2024-03-21,185,19,31.8,39.0,999.0,0.0,0.0,35.0,35.0,0.0,20560.66875,4
24,1938,2024-03-22,185,19,31.8,39.0,1075.0,0.0,0.0,35.0,35.0,0.0,22095.44921875,4
25,1938,2024-03-23,185,19,31.8,39.0,1175.0,0.0,0.0,90.0,90.0,0.0,24118.7109375,4
26,1938,2024-03-24,185,19,31.8,39.0,1262.0,0.0,0.0,88.0,88.0,0.0,25815.7875,4
27,1938,2024-03-25,185,19,31.8,39.0,1353.0,0.0,0.0,85.0,85.0,0.0,27584.2875,4
28,1938,2024-03-26,185,19,31.8,39.0,1455.0,0.0,0.0,90.0,90.0,0.0,29567.19140625,4
29,1938,2024-03-27,185,19,31.8,39.0,1536.0,0.0,0.0,95.0,95.0,0.0,31105.2,4
30,1938,2024-03-28,185,19,31.8,39.0,1649.0,0.0,0.0,110.0,110.0,0.0,33271.1515625,4
0,2291,2024-05-18,164,18,31.8,39.0,40.0,0.0,0.0,0.0,0.0,0.0,798.4615384615385,4
1,2291,2024-05-19,164,18,31.8,39.0,52.0,0.0,0.0,82.0,82.0,0.0,1038.0,4
2,2291,2024-05-20,164,18,31.8,39.0,72.0,0.0,0.0,65.0,65.0,0.0,1432.6892307692308,4
3,2291,2024-05-21,164,18,31.8,39.0,93.0,0.0,0.0,22.0,42.0,0.0,1845.906923076923,4
4,2291,2024-05-22,164,18,31.8,39.0,110.0,0.0,0.0,53.0,73.0,0.0,2179.776923076923,4
5,2291,2024-05-23,164,18,31.8,39.0,130.0,0.0,0.0,27.0,47.0,0.0,2568.8,4
6,2291,2024-05-24,164,18,31.8,39.0,153.0,0.0,0.0,22.0,42.0,0.0,3017.7484615384615,4
7,2291,2024-05-25,164,18,31.8,39.0,175.0,0.0,0.0,58.0,58.0,0.0,3446.019230769231,4
8,2291,2024-05-26,164,18,31.8,39.0,203.0,0.0,0.0,53.0,53.0,0.0,3988.325384615385,4
9,2291,2024-05-27,164,18,31.8,39.0,233.0,0.0,0.0,55.0,55.0,0.0,4568.233846153847,4
10,2291,2024-05-28,164,18,31.8,39.0,267.0,0.0,0.0,48.0,48.0,0.0,5223.546923076923,4
11,2291,2024-05-29,164,18,31.8,39.0,294.0,0.0,0.0,39.0,39.0,0.0,5740.915384615385,4
12,2291,2024-05-30,164,18,31.8,39.0,329.0,0.0,0.0,37.0,37.0,18.0,6414.487692307693,4
13,2291,2024-05-31,164,18,31.8,39.0,372.0,0.0,0.0,35.0,35.0,0.0,7242.267692307692,4
14,2291,2024-06-01,164,18,29.5,50.0,414.0,0.0,0.0,35.0,35.0,6.0,8048.796923076923,3
15,2291,2024-06-02,164,18,29.5,50.0,457.0,0.0,0.0,34.0,34.0,0.0,8872.479230769231,3
16,2291,2024-06-03,164,18,29.5,50.0,502.0,0.0,0.0,30.0,30.0,0.0,9733.007692307692,3
17,2291,2024-06-04,164,18,29.5,50.0,555.0,0.0,0.0,28.0,28.0,0.0,10747.788461538461,3
18,2291,2024-06-05,164,18,29.5,50.0,615.0,0.0,0.0,32.0,32.0,30.0,11896.465384615385,3
19,2291,2024-06-06,164,18,29.5,50.0,686.0,0.0,0.0,39.0,39.0,0.0,13252.992307692308,3
20,2291,2024-06-07,164,18,29.5,50.0,724.0,0.0,0.0,45.0,45.0,0.0,13965.403076923078,3
21,2291,2024-06-08,164,18,29.5,50.0,810.0,0.0,0.0,52.0,52.0,0.0,15596.238461538462,3
22,2291,2024-06-09,164,18,29.5,50.0,891.0,0.0,0.0,53.0,53.0,0.0,17120.222307692307,3
23,2291,2024-06-10,164,18,29.5,50.0,944.0,0.0,0.0,58.0,58.0,0.0,18100.11076923077,3
24,2291,2024-06-11,164,18,29.5,50.0,1046.0,0.0,0.0,56.0,56.0,30.0,20009.175384615384,3
25,2291,2024-06-12,164,18,29.5,50.0,1147.0,0.0,0.0,44.0,62.0,0.0,21891.81846153846,3
26,2291,2024-06-13,164,18,29.5,50.0,1221.0,0.0,0.0,50.0,50.0,0.0,23245.96153846154,3
27,2291,2024-06-14,164,18,29.5,50.0,1298.0,0.0,0.0,45.0,45.0,0.0,24662.0,3
28,2291,2024-06-15,164,18,29.5,50.0,1375.0,0.0,0.0,75.0,75.0,0.0,26077.403846153848,3
29,2291,2024-06-16,164,18,29.5,50.0,1444.0,0.0,0.0,42.0,42.0,0.0,27302.707692307693,3
30,2291,2024-06-17,164,18,29.5,50.0,1544.0,0.0,0.0,38.0,38.0,0.0,29143.593846153846,3
0,2293,2024-05-18,165,18,31.8,39.0,40.0,0.0,0.0,0.0,0.0,0.0,767.6923076923077,4
1,2293,2024-05-19,165,18,31.8,39.0,51.0,0.0,0.0,67.0,67.0,0.0,978.8076923076923,4
2,2293,2024-05-20,165,18,31.8,39.0,72.0,0.0,0.0,45.0,45.0,0.0,1378.1353846153845,4
3,2293,2024-05-21,165,18,31.8,39.0,92.0,0.0,0.0,25.0,37.0,0.0,1757.7661538461539,4
4,2293,2024-05-22,165,18,31.8,39.0,110.0,0.0,0.0,35.0,55.0,0.0,2098.5461538461536,4
5,2293,2024-05-23,165,18,31.8,39.0,130.0,0.0,0.0,25.0,40.0,0.0,2474.6,4
6,2293,2024-05-24,165,18,31.8,39.0,155.0,0.0,0.0,34.0,44.0,0.0,2945.7153846153847,4
7,2293,2024-05-25,165,18,31.8,39.0,184.0,0.0,0.0,54.0,54.0,0.0,3490.6215384615384,4
8,2293,2024-05-26,165,18,31.8,39.0,220.0,0.0,0.0,47.0,47.0,0.0,4164.430769230769,4
9,2293,2024-05-27,165,18,31.8,39.0,253.0,0.0,0.0,50.0,50.0,0.0,4779.948461538462,4
10,2293,2024-05-28,165,18,31.8,39.0,287.0,0.0,0.0,48.0,48.0,0.0,5411.274615384616,4
11,2293,2024-05-29,165,18,31.8,39.0,321.0,0.0,0.0,43.0,43.0,0.0,6040.4792307692305,4
12,2293,2024-05-30,165,18,31.8,39.0,361.0,0.0,0.0,38.0,38.0,18.0,6781.246153846154,4
13,2293,2024-05-31,165,18,31.8,39.0,398.0,0.0,0.0,31.0,31.0,0.0,7464.6430769230765,4
14,2293,2024-06-01,165,18,29.5,50.0,443.0,0.0,0.0,25.0,25.0,6.0,8298.071538461538,3
15,2293,2024-06-02,165,18,29.5,50.0,491.0,0.0,0.0,25.0,25.0,0.0,9187.743076923078,3
16,2293,2024-06-03,165,18,29.5,50.0,550.0,0.0,0.0,25.0,25.0,0.0,10281.192307692309,3
17,2293,2024-06-04,165,18,29.5,50.0,615.0,0.0,0.0,26.0,26.0,0.0,11484.415384615384,3
18,2293,2024-06-05,165,18,29.5,50.0,674.0,0.0,0.0,28.0,28.0,30.0,12572.692307692309,3
19,2293,2024-06-06,165,18,29.5,50.0,742.0,0.0,0.0,28.0,28.0,0.0,13825.172307692308,3
20,2293,2024-06-07,165,18,29.5,50.0,818.0,0.0,0.0,38.0,38.0,0.0,15223.60923076923,3
21,2293,2024-06-08,165,18,29.5,50.0,894.0,0.0,0.0,48.0,48.0,0.0,16611.895384615385,3
22,2293,2024-06-09,165,18,29.5,50.0,978.0,0.0,0.0,75.0,75.0,0.0,18136.633846153847,3
23,2293,2024-06-10,165,18,29.5,50.0,1035.0,0.0,0.0,40.0,110.0,0.0,19133.965384615385,3
24,2293,2024-06-11,165,18,29.5,50.0,1122.0,0.0,0.0,45.0,65.0,30.0,20647.38923076923,3
25,2293,2024-06-12,165,18,29.5,50.0,1210.0,0.0,0.0,45.0,67.0,0.0,22206.292307692307,3
26,2293,2024-06-13,165,18,29.5,50.0,1310.0,0.0,0.0,33.0,53.0,0.0,23974.007692307692,3
27,2293,2024-06-14,165,18,29.5,50.0,1391.0,0.0,0.0,38.0,38.0,0.0,25399.66,3
28,2293,2024-06-15,165,18,29.5,50.0,1416.0,0.0,0.0,36.0,36.0,0.0,25814.76923076923,3
29,2293,2024-06-16,165,18,29.5,50.0,1557.0,0.0,0.0,35.0,35.0,0.0,28342.19076923077,3
30,2293,2024-06-17,165,18,29.5,50.0,1653.0,0.0,0.0,39.0,39.0,0.0,30045.182307692306,3
0,2303,2024-05-21,184,19,31.8,39.0,38.0,0.0,0.0,0.0,0.0,0.0,792.5671875,4
1,2303,2024-05-22,184,19,31.8,39.0,50.0,0.0,0.0,100.0,100.0,0.0,1042.8515625,4
2,2303,2024-05-23,184,19,31.8,39.0,70.0,0.0,0.0,102.0,102.0,0.0,1454.5234375,4
3,2303,2024-05-24,184,19,31.8,39.0,88.0,0.0,0.0,70.0,150.0,0.0,1821.53125,4
4,2303,2024-05-25,184,19,31.8,39.0,105.0,0.0,0.0,60.0,110.0,0.0,2161.11328125,4
5,2303,2024-05-26,184,19,31.8,39.0,124.0,0.0,0.0,60.0,60.0,9.0,2541.515625,4
6,2303,2024-05-27,184,19,31.8,39.0,143.0,0.0,0.0,33.0,33.0,0.0,2924.23828125,4
7,2303,2024-05-28,184,19,31.8,39.0,164.0,0.0,0.0,31.0,31.0,0.0,3349.44375,4
8,2303,2024-05-29,184,19,31.8,39.0,189.0,0.0,0.0,50.0,50.0,0.0,3855.45234375,4
9,2303,2024-05-30,184,19,31.8,39.0,227.0,0.0,0.0,31.0,31.0,0.0,4621.75546875,4
10,2303,2024-05-31,184,19,31.8,39.0,259.0,0.0,0.0,30.0,30.0,0.0,5267.0078125,4
11,2303,2024-06-01,184,19,29.5,50.0,294.0,0.0,0.0,45.0,120.0,12.0,5971.875,3
12,2303,2024-06-02,184,19,29.5,50.0,330.0,0.0,0.0,75.0,75.0,0.0,6672.1875,3
13,2303,2024-06-03,184,19,29.5,50.0,368.0,0.0,0.0,90.0,90.0,6.0,7418.9375,3
14,2303,2024-06-04,184,19,29.5,50.0,408.0,0.0,0.0,75.0,75.0,0.0,8196.65625,3
15,2303,2024-06-05,184,19,29.5,50.0,449.0,0.0,0.0,40.0,40.0,15.0,8994.03125,3
16,2303,2024-06-06,184,19,29.5,50.0,514.0,0.0,0.0,31.0,31.0,0.0,10280.0,3
17,2303,2024-06-07,184,19,29.5,50.0,568.0,0.0,0.0,20.0,20.0,0.0,11346.24375,3
18,2303,2024-06-08,184,19,29.5,50.0,633.0,0.0,0.0,20.0,40.0,0.0,12634.77890625,3
19,2303,2024-06-09,184,19,29.5,50.0,712.0,0.0,0.0,20.0,20.0,0.0,14189.38125,3
20,2303,2024-06-10,184,19,29.5,50.0,768.0,0.0,0.0,25.0,25.0,0.0,15293.4,3
21,2303,2024-06-11,184,19,29.5,50.0,838.0,0.0,0.0,40.0,40.0,41.0,16670.9625,3
22,2303,2024-06-12,184,19,29.5,50.0,911.0,0.0,0.0,30.0,30.0,0.0,18094.7375,3
23,2303,2024-06-13,184,19,29.5,50.0,944.0,0.0,0.0,25.0,25.0,0.0,18728.075,3
24,2303,2024-06-14,184,19,29.5,50.0,1088.0,0.0,0.0,50.0,50.0,0.0,21563.65,3
25,2303,2024-06-15,184,19,29.5,50.0,1157.0,0.0,0.0,75.0,75.0,0.0,22886.00234375,3
26,2303,2024-06-16,184,19,29.5,50.0,1229.0,0.0,0.0,50.0,50.0,0.0,24238.184375,3
27,2303,2024-06-17,184,19,29.5,50.0,1328.0,0.0,0.0,60.0,60.0,0.0,26138.775,3
28,2303,2024-06-18,184,19,29.5,50.0,1395.0,0.0,0.0,65.0,65.0,0.0,27392.1328125,3
29,2303,2024-06-19,184,19,29.5,50.0,1474.0,0.0,0.0,75.0,75.0,0.0,28868.5203125,3
30,2303,2024-06-20,184,19,29.5,50.0,1520.0,0.0,0.0,110.0,110.0,0.0,29680.375,3
0,2304,2024-05-21,179,19,31.8,39.0,37.0,0.0,0.0,0.0,0.0,0.0,777.37578125,4
1,2304,2024-05-22,179,19,31.8,39.0,43.0,0.0,0.0,100.0,100.0,0.0,903.43671875,4
2,2304,2024-05-23,179,19,31.8,39.0,63.0,0.0,0.0,90.0,90.0,0.0,1318.71796875,4
3,2304,2024-05-24,179,19,31.8,39.0,77.0,0.0,0.0,65.0,165.0,0.0,1606.35234375,4
4,2304,2024-05-25,179,19,31.8,39.0,93.0,0.0,0.0,60.0,120.0,0.0,1928.1515625,4
5,2304,2024-05-26,179,19,31.8,39.0,111.0,0.0,0.0,80.0,80.0,12.0,2290.9359375,4
6,2304,2024-05-27,179,19,31.8,39.0,129.0,0.0,0.0,30.0,30.0,0.0,2654.3765625,4
7,2304,2024-05-28,179,19,31.8,39.0,147.0,0.0,0.0,33.0,33.0,0.0,3021.309375,4
8,2304,2024-05-29,179,19,31.8,39.0,174.0,0.0,0.0,30.0,30.0,0.0,3571.7578125,4
9,2304,2024-05-30,179,19,31.8,39.0,205.0,0.0,0.0,31.0,31.0,0.0,4203.30078125,4
10,2304,2024-05-31,179,19,31.8,39.0,236.0,0.0,0.0,30.0,30.0,0.0,4833.20625,4
11,2304,2024-06-01,179,19,29.5,50.0,268.0,0.0,0.0,60.0,60.0,0.0,5482.275,3
12,2304,2024-06-02,179,19,29.5,50.0,299.0,0.0,0.0,120.0,250.0,12.0,6102.403125,3
13,2304,2024-06-03,179,19,29.5,50.0,338.0,0.0,0.0,110.0,110.0,0.0,6832.353125,3
14,2304,2024-06-04,179,19,29.5,50.0,384.0,0.0,0.0,90.0,90.0,6.0,7729.2,3
15,2304,2024-06-05,179,19,29.5,50.0,426.0,0.0,0.0,40.0,40.0,0.0,8544.628125,3
16,2304,2024-06-06,179,19,29.5,50.0,493.0,0.0,0.0,50.0,50.0,0.0,9873.0953125,3
17,2304,2024-06-07,179,19,29.5,50.0,554.0,0.0,0.0,41.0,41.0,0.0,11073.075,3
18,2304,2024-06-08,179,19,29.5,50.0,616.0,0.0,0.0,35.0,35.0,0.0,12292.56875,3
19,2304,2024-06-09,179,19,29.5,50.0,687.0,0.0,0.0,30.0,30.0,0.0,13690.621875,3
20,2304,2024-06-10,179,19,29.5,50.0,740.0,0.0,0.0,28.0,28.0,0.0,14729.46875,3
21,2304,2024-06-11,179,19,29.5,50.0,798.0,0.0,0.0,25.0,25.0,56.0,15866.484375,3
22,2304,2024-06-12,179,19,29.5,50.0,880.0,0.0,0.0,25.0,25.0,0.0,17479.6875,3
23,2304,2024-06-13,179,19,29.5,50.0,973.0,0.0,0.0,20.0,20.0,0.0,19307.96875,3
24,2304,2024-06-14,179,19,29.5,50.0,1052.0,0.0,0.0,20.0,20.0,0.0,20859.1875,3
25,2304,2024-06-15,179,19,29.5,50.0,1132.0,0.0,0.0,21.0,21.0,0.0,22427.75,3
26,2304,2024-06-16,179,19,29.5,50.0,1202.0,0.0,0.0,20.0,20.0,0.0,23794.9046875,3
27,2304,2024-06-17,179,19,29.5,50.0,1259.0,0.0,0.0,23.0,23.0,0.0,24903.61015625,3
28,2304,2024-06-18,179,19,29.5,50.0,1341.0,0.0,0.0,25.0,25.0,0.0,26501.5125,3
29,2304,2024-06-19,179,19,29.5,50.0,1417.0,0.0,0.0,40.0,40.0,0.0,27975.78671875,3
30,2304,2024-06-20,179,19,29.5,50.0,1525.0,0.0,0.0,100.0,100.0,0.0,30060.37109375,3
0,2305,2024-05-21,180,19,31.8,39.0,36.0,0.0,0.0,0.0,0.0,0.0,756.225,4
1,2305,2024-05-22,180,19,31.8,39.0,44.0,0.0,0.0,95.0,95.0,0.0,924.275,4
2,2305,2024-05-23,180,19,31.8,39.0,63.0,0.0,0.0,85.0,85.0,0.0,1318.71796875,4
3,2305,2024-05-24,180,19,31.8,39.0,76.0,0.0,0.0,60.0,160.0,0.0,1585.7875,4
4,2305,2024-05-25,180,19,31.8,39.0,91.0,0.0,0.0,60.0,100.0,0.0,1887.396875,4
5,2305,2024-05-26,180,19,31.8,39.0,109.0,0.0,0.0,65.0,65.0,9.0,2252.2125,4
6,2305,2024-05-27,180,19,31.8,39.0,126.0,0.0,0.0,35.0,35.0,0.0,2597.0765625,4
7,2305,2024-05-28,180,19,31.8,39.0,145.0,0.0,0.0,30.0,30.0,0.0,2984.734375,4
8,2305,2024-05-29,180,19,31.8,39.0,169.0,0.0,0.0,30.0,30.0,0.0,3474.7984375,4
9,2305,2024-05-30,180,19,31.8,39.0,200.0,0.0,0.0,33.0,33.0,0.0,4107.5,4
10,2305,2024-05-31,180,19,31.8,39.0,229.0,0.0,0.0,35.0,35.0,0.0,4697.18359375,4
11,2305,2024-06-01,180,19,29.5,50.0,262.0,0.0,0.0,75.0,75.0,12.0,5366.90625,3
12,2305,2024-06-02,180,19,29.5,50.0,299.0,0.0,0.0,120.0,120.0,0.0,6107.30859375,3
13,2305,2024-06-03,180,19,29.5,50.0,336.0,0.0,0.0,150.0,150.0,6.0,6831.5625,3
14,2305,2024-06-04,180,19,29.5,50.0,378.0,0.0,0.0,70.0,70.0,0.0,7641.2109375,3
15,2305,2024-06-05,180,19,29.5,50.0,421.0,0.0,0.0,40.0,40.0,15.0,8487.42578125,3
16,2305,2024-06-06,180,19,29.5,50.0,498.0,0.0,0.0,45.0,45.0,0.0,10024.1953125,3
17,2305,2024-06-07,180,19,29.5,50.0,41.0,0.0,0.0,41.0,41.0,0.0,823.84375,3
18,2305,2024-06-08,180,19,29.5,50.0,619.0,0.0,0.0,37.0,37.0,0.0,12418.20390625,3
19,2305,2024-06-09,180,19,29.5,50.0,679.0,0.0,0.0,30.0,30.0,0.0,13602.2796875,3
20,2305,2024-06-10,180,19,29.5,50.0,740.0,0.0,0.0,38.0,38.0,0.0,14806.9375,3
21,2305,2024-06-11,180,19,29.5,50.0,795.0,0.0,0.0,35.0,35.0,41.0,15883.8515625,3
22,2305,2024-06-12,180,19,29.5,50.0,883.0,0.0,0.0,30.0,30.0,0.0,17617.91953125,3
23,2305,2024-06-13,180,19,29.5,50.0,944.0,0.0,0.0,25.0,25.0,0.0,18812.8875,3
24,2305,2024-06-14,180,19,29.5,50.0,1049.0,0.0,0.0,23.0,23.0,0.0,20884.934375,3
25,2305,2024-06-15,180,19,29.5,50.0,1124.0,0.0,0.0,18.0,18.0,0.0,22357.940625,3
26,2305,2024-06-16,180,19,29.5,50.0,1213.0,0.0,0.0,25.0,25.0,0.0,24111.21796875,3
27,2305,2024-06-17,180,19,29.5,50.0,1283.0,0.0,0.0,25.0,25.0,0.0,25477.5734375,3
28,2305,2024-06-18,180,19,29.5,50.0,1361.0,0.0,0.0,30.0,30.0,0.0,26999.90078125,3
29,2305,2024-06-19,180,19,29.5,50.0,1450.0,0.0,0.0,45.0,45.0,0.0,28731.5234375,3
30,2305,2024-06-20,180,19,29.5,50.0,1550.0,0.0,0.0,120.0,120.0,0.0,30658.515625,3
0,2306,2024-05-21,185,19,31.8,39.0,40.0,0.0,0.0,0.0,0.0,0.0,778.90625,4
1,2306,2024-05-22,185,19,31.8,39.0,53.0,0.0,0.0,101.0,101.0,0.0,1032.05078125,4
2,2306,2024-05-23,185,19,31.8,39.0,74.0,0.0,0.0,110.0,110.0,0.0,1435.1375,4
3,2306,2024-05-24,185,19,31.8,39.0,92.0,0.0,0.0,60.0,140.0,0.0,1776.31875,4
4,2306,2024-05-25,185,19,31.8,39.0,111.0,0.0,0.0,65.0,165.0,0.0,2131.0265625,4
5,2306,2024-05-26,185,19,31.8,39.0,133.0,0.0,0.0,90.0,90.0,9.0,2536.24765625,4
6,2306,2024-05-27,185,19,31.8,39.0,152.0,0.0,0.0,60.0,60.0,0.0,2887.88125,4
7,2306,2024-05-28,185,19,31.8,39.0,174.0,0.0,0.0,50.0,50.0,0.0,3297.7078125,4
